county,precinct,absenteePrecinct,score
NEWTON,08,"08CS",90.00
NEWTON,07,"07BS",90.00
NEWTON,09,"09LIV",90.00
NEWTON,03,"03ALM",90.00
NEWTON,10,"10DN",90.00
NEWTON,14,"14LEG",90.00
NEWTON,24,"24CRW",90.00
NEWTON,20,"20STN",90.00
NEWTON,15,"15MN",90.00
NEWTON,04,"04ALC",90.00
NEWTON,16,"16NB",90.00
NEWTON,05,"05CM",90.00
NEWTON,13,"13BD",90.00
NEWTON,02,"02TN",90.00
NEWTON,06,"06BRW",90.00
NEWTON,17,"17OXF",90.00
NEWTON,01,"01CP",90.00
NEWTON,23,"23FV",90.00
PICKENS,7,"7",100.00
PICKENS,8,"8",100.00
PICKENS,1,"1",100.00
PICKENS,6,"6",100.00
PICKENS,12,"12",100.00
PICKENS,9,"9",100.00
PICKENS,10,"10",100.00
PICKENS,11,"11",100.00
PICKENS,2,"2",100.00
PICKENS,5,"5",100.00
PICKENS,4,"4",100.00
PICKENS,3,"3",100.00
MURRAY,824,"824",100.00
MURRAY,874,"874",100.00
MURRAY,872,"872",100.00
MURRAY,1895,"1895",100.00
MURRAY,1039,"1039",100.00
MURRAY,1013,"1013",100.00
MURRAY,1291,"1291",100.00
CHATTOOGA,1382,"1382",100.00
CHATTOOGA,1484,"1484",100.00
CHATTOOGA,968,"968",100.00
CHATTOOGA,940,"940",100.00
CHATTOOGA,925,"925",100.00
CHATTOOGA,870,"870",100.00
CHATTOOGA,962,"962",100.00
PUTNAM,106,"106",100.00
PUTNAM,101,"101",100.00
PUTNAM,107,"107",100.00
PUTNAM,105,"105",100.00
PUTNAM,104,"104",100.00
UPSON,5610,"5610",100.00
UPSON,0589,"0589",100.00
UPSON,0588,"0588",100.00
UPSON,1610,"1610",100.00
WASHINGTON,99,"99",100.00
WASHINGTON,94,"94",100.00
WASHINGTON,88,"88",100.00
WASHINGTON,91,"91",100.00
WASHINGTON,97,"97",100.00
WASHINGTON,1350,"1350",100.00
WASHINGTON,1253,"1253",100.00
WASHINGTON,1488,"1488",100.00
EVANS,11,"11",100.00
LOWNDES,003,"003",100.00
LOWNDES,008,"008",100.00
LOWNDES,010,"010",100.00
LOWNDES,002,"002",100.00
LOWNDES,006,"006",100.00
LOWNDES,001,"001",100.00
LOWNDES,012,"012",100.00
LOWNDES,007,"007",100.00
LOWNDES,004,"004",100.00
LOWNDES,013,"013",100.00
LOWNDES,009,"009",100.00
LOWNDES,011,"011",100.00
WHITE,041,"041",100.00
WHITE,081,"081",100.00
WHITE,021,"021",100.00
WHITE,091,"091",100.00
WHITE,101,"101",100.00
WHITE,051,"051",100.00
WHITE,061,"061",100.00
WHITE,111,"111",100.00
WHITE,031,"031",100.00
WHITE,011,"011",100.00
PIKE,5,"5",100.00
PIKE,2,"2",100.00
PIKE,1,"1",100.00
PIKE,7,"7",100.00
PIKE,4,"4",100.00
PIKE,6,"6",100.00
PIKE,3,"3",100.00
PIKE,8,"8",100.00
OCONEE,08,"08-CC",90.00
OCONEE,01,"01-CH",90.00
OCONEE,07,"07-MH",90.00
OCONEE,03,"03-BI",90.00
OCONEE,06,"06-BO",90.00
OCONEE,04,"04-NO",90.00
OCONEE,05,"05-DC",90.00
OCONEE,02,"02-CF",90.00
EARLY,CS,"CS",100.00
EARLY,CUBA,"CUBA",100.00
EARLY,A,"A",100.00
EARLY,B,"B",100.00
EARLY,U,"U",100.00
SCHLEY,01,"01",100.00
SEMINOLE,2,"2",100.00
SEMINOLE,1,"1",100.00
SEMINOLE,4,"4",100.00
SEMINOLE,3,"3",100.00
SEMINOLE,5,"5",100.00
RANDOLPH,718B,"718B",100.00
RANDOLPH,334,"334",100.00
RANDOLPH,954,"954",100.00
RANDOLPH,131,"131",100.00
RANDOLPH,718A,"718A",100.00
RANDOLPH,566,"566",100.00
CALHOUN,2,"2",100.00
CALHOUN,1,"1",100.00
CALHOUN,5,"5",100.00
CALHOUN,3,"3",100.00
CALHOUN,4,"4",100.00
TWIGGS,DB,"DB",100.00
TWIGGS,HV,"HV",100.00
TWIGGS,JV/W,"JV/W",100.00
TWIGGS,GI,"GI",100.00
TWIGGS,SG/T,"SG/T",100.00
CHATTAHOOCHEE,1,"1",100.00
MONROE,10,"10",100.00
MONROE,06,"06",100.00
MONROE,05,"05",100.00
MONROE,07,"07",100.00
MONROE,08,"08",100.00
MONROE,04,"04",100.00
MONROE,01,"01",100.00
MONROE,12,"12",100.00
MONROE,09,"09",100.00
MONROE,13,"13",100.00
MONROE,03,"03",100.00
MONROE,02,"02",100.00
MONROE,14,"14",100.00
MONROE,11,"11",100.00
JASPER,290,"290",100.00
JASPER,295,"295",100.00
JASPER,296,"296",100.00
BLECKLEY,1,"1",100.00
CHARLTON,5R,"5R",100.00
CHARLTON,3S,"3S",100.00
CHARLTON,4H,"4H",100.00
CHARLTON,2,"2",100.00
CHARLTON,5W,"5W",100.00
CHARLTON,3B,"3B",100.00
TAYLOR,1,"1",100.00
TAYLOR,6,"6",100.00
TAYLOR,5,"5",100.00
LUMPKIN,DA,"DA",100.00
BACON,DOUGL,"DOUGL",100.00
ECHOLS,1058,"1058",100.00
WARREN,1,"1",100.00
DOOLY,10,"10",100.00
DOOLY,5,"5",100.00
DOOLY,7,"7",100.00
DOOLY,8,"8",100.00
DOOLY,2,"2",100.00
BAKER,A,"A",100.00
BAKER,M,"M",100.00
BAKER,N,"N",100.00
BAKER,E,"E",100.00
BAKER,H,"H",100.00
CANDLER,CAND,"CAND",100.00
QUITMAN,M,"M",100.00
QUITMAN,G,"G",100.00
BEN HILL,1,"1",100.00
TURNER,2,"2",100.00
TURNER,1,"1",100.00
TURNER,3,"3",100.00
TELFAIR,HE,"HE",100.00
TELFAIR,SC,"SC",100.00
TELFAIR,LU,"LU",100.00
TELFAIR,MC,"MC",100.00
TELFAIR,JA,"JA",100.00
TELFAIR,MI,"MI",100.00
WEBSTER,P1,"P1",100.00
PULASKI,ANNEX,"ANNEX",100.00
MILLER,1,"1",100.00
STEPHENS,SC1,"SC1",100.00
RABUN,RABUN,"RABUN",100.00
